Number,ApertureRA,ApertureDec,CentroidRA,CentroidDec,ApertureX,ApertureY,CentroidX,CentroidY,CentroidFlag,SourceIntensity,ApertureCorr,SourceUncertainty,DataUnits,Magnitude,MagUncertainty,SourceModel,SkyModel,SkyMedian,SkyMode,SkyAverage,SkyLocalNonAnnulusBkg,SkyRMS,SkyCustom,SkySigma,SkyScale,RadiusCentroid,ApertureMajorRadius,ApertureMinorRadius,ApertureRotationAngle,SkyRadiusInner,SkyRadiusOuter,ApertureNumPixels,ApertureNumRejected,SkyNumPixels,RadialProfileFWHM,Image
803,359.485297,56.737661,359.485639,56.737799,793,429,793.704,429.496,1,+280781,1.0000,+3821.99,adu,-13.6209,+0.0148,1,E,7076.371582,7066.056362,7524.173355,6995.272461,7649.962932,0.000000,1383.108760,316.995811,6,6,6,0,9,15,113.84,0,451,4.17,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
804,359.591902,56.738081,359.596967,56.739963,1009,426,1019.403,432.736,1,+235264,1.0000,+969.797,adu,-13.4289,+0.0045,1,E,7003.940918,6959.355411,7021.424775,6977.727539,7022.003119,0.000000,90.223179,70.235693,6,6,6,0,9,15,113.84,0,445,13.46,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
805,359.161687,56.733087,359.161376,56.733047,137,428,136.368,427.869,1,+11640.9,1.0000,+517.598,adu,-10.1650,+0.0483,1,E,6996.403076,6998.809802,7000.451578,6999.177246,7000.650558,0.000000,52.840802,42.386475,6,6,6,0,9,15,113.84,0,450,3.93,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
806,359.432495,56.737287,359.432327,56.737526,686,430,685.680,430.890,1,+168896,1.0000,+699.584,adu,-13.0690,+0.0045,1,E,7005.766113,7003.097203,7009.493657,6991.439941,7009.669131,0.000000,49.652833,47.476885,6,6,6,0,9,15,113.84,0,457,3.94,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
807,359.553344,56.739543,359.552784,56.739773,931,433,929.883,433.872,1,+269596,1.0000,+770.932,adu,-13.5768,+0.0031,1,E,6993.258301,6961.147553,6994.558257,6973.390625,6994.746158,0.000000,51.326516,47.746250,6,6,6,0,9,15,113.84,0,453,4.17,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
808,359.399439,56.736872,359.399506,56.737005,619,430,619.147,430.486,1,+32665.8,1.0000,+1091.02,adu,-11.2852,+0.0363,1,E,7011.273438,6988.870677,7079.010950,6986.052246,7082.550844,0.000000,224.149676,90.007178,6,6,6,0,9,15,113.84,0,446,0.87,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
809,359.596766,56.740033,359.596957,56.739962,1019,433,1019.383,432.733,1,+235274,1.0000,+969.802,adu,-13.4289,+0.0045,1,E,7003.940918,6959.355411,7021.424775,6978.685547,7022.003119,0.000000,90.223179,70.235693,6,6,6,0,9,15,113.84,0,445,4.02,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
810,359.191737,56.734335,359.186580,56.735117,198,431,187.628,434.157,1,+3.70414e+06,1.0000,+4411.34,adu,-16.4217,+0.0013,1,E,7320.024902,7201.518409,7454.961515,7009.422363,7463.456044,0.000000,356.381531,332.279238,6,6,6,0,9,15,113.84,0,449,4.35,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
811,359.257827,56.735537,359.257715,56.735609,332,432,331.779,432.268,1,+102450,1.0000,+748.613,adu,-12.5263,+0.0079,1,E,7017.858887,6986.979346,7033.204468,6995.783691,7033.627190,0.000000,77.199653,56.585947,6,6,6,0,9,15,113.84,0,444,5.10,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
812,359.523761,56.738658,359.524205,56.738799,871,431,871.911,431.498,1,+24472.6,1.0000,+621.657,adu,-10.9717,+0.0276,1,E,6989.338379,6965.146470,6991.507277,6979.451660,6991.759761,0.000000,59.484481,50.387588,6,6,6,0,9,15,113.84,0,451,4.16,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
813,359.229190,56.735680,359.231806,56.735924,274,434,279.323,434.763,1,+380943,1.0000,+1286.08,adu,-13.9522,+0.0037,1,E,7055.381836,7041.167484,7108.639491,7000.222656,7111.365825,0.000000,197.118257,94.387324,6,6,6,0,9,15,113.84,0,446,4.02,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
814,359.232630,56.736000,359.231799,56.735924,281,435,279.308,434.763,1,+380943,1.0000,+1286.08,adu,-13.9522,+0.0037,1,E,7055.381836,7041.167484,7108.639491,6999.041504,7111.365825,0.000000,197.118257,94.387324,6,6,6,0,9,15,113.84,0,446,3.84,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
815,359.457624,56.738410,359.457980,56.738433,737,433,737.724,433.070,1,+171036,1.0000,+1419.25,adu,-13.0827,+0.0090,1,E,7020.215576,7002.372900,7087.064302,6998.570313,7089.824451,0.000000,198.035008,113.625107,6,6,6,0,9,15,113.84,0,448,4.24,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
816,359.311119,56.735991,359.311402,56.735833,440,431,440.559,430.401,1,+137068,1.0000,+2105.05,adu,-12.8423,+0.0167,1,E,7018.426270,7017.449659,7241.383457,7001.496582,7271.174841,0.000000,658.272712,173.312158,6,6,6,0,9,15,113.84,0,445,4.21,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
817,359.569617,56.739999,359.569522,56.740106,964,434,963.815,434.399,1,+33189.2,1.0000,+535.474,adu,-11.3025,+0.0175,1,E,6971.134277,6947.129442,6970.823464,6970.790527,6970.951020,0.000000,42.217207,42.188828,6,6,6,0,9,15,113.84,0,453,4.02,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
818,359.328855,56.736770,359.328732,56.736767,476,433,475.750,432.996,1,+14715.6,1.0000,+639.178,adu,-10.4194,+0.0472,1,E,6995.179688,6983.900793,7014.663639,7000.287598,7015.198556,0.000000,86.728222,52.462051,6,6,6,0,9,15,113.84,0,443,3.66,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
819,359.344618,56.737520,359.344462,56.737489,508,435,507.680,434.893,1,+80878.4,1.0000,+3104.25,adu,-12.2696,+0.0417,1,E,7044.422363,7015.078956,7221.971738,6999.693848,7235.274120,0.000000,439.030737,258.591943,6,6,6,0,9,15,113.84,0,446,1.34,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
820,359.263735,56.735890,359.267182,56.737176,344,433,351.103,437.567,1,+221321,1.0000,+912.903,adu,-13.3626,+0.0045,1,E,7023.572266,7013.874703,7045.199239,6997.707031,7045.857015,0.000000,96.383247,65.401895,6,6,6,0,9,15,113.84,0,443,4.21,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
821,359.267138,56.737021,359.267158,56.737179,351,437,351.055,437.580,1,+221589,1.0000,+913.050,adu,-13.3639,+0.0045,1,E,7023.572266,7013.874703,7045.199239,6998.063965,7045.857015,0.000000,96.383247,65.401895,6,6,6,0,9,15,113.84,0,443,3.92,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
822,359.449203,56.739120,359.449323,56.739301,720,436,720.259,436.661,1,+142889,1.0000,+3272.54,adu,-12.8875,+0.0249,1,E,7044.923828,7004.050922,7555.193687,6996.857910,7735.730523,0.000000,1663.372061,271.804707,6,6,6,0,9,15,113.84,0,444,0.97,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
823,359.489695,56.738798,359.493464,56.737951,802,433,809.567,429.712,1,+1.09828e+06,1.0000,+7201.23,adu,-15.1018,+0.0071,1,E,7235.390137,7078.524921,7687.340983,6992.484375,7765.775608,0.000000,1102.172006,596.000410,6,6,6,0,9,15,113.84,0,446,4.46,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
824,359.375195,56.738189,359.376652,56.741754,570,436,573.260,449.081,1,+816329,1.0000,+1530.34,adu,-14.7797,+0.0020,1,E,7066.720459,7028.874180,7125.182737,6992.146484,7128.262957,0.000000,209.765440,103.419922,6,6,6,0,9,15,113.84,0,450,4.01,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
825,359.403811,56.738554,359.402357,56.741321,628,436,625.290,446.274,1,+231968,1.0000,+897.565,adu,-13.4136,+0.0042,1,E,7008.840332,7001.929459,7033.354326,6984.957520,7034.314340,0.000000,116.342789,63.330703,6,6,6,0,9,15,113.84,0,444,75.97,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
826,359.421539,56.739590,359.421620,56.739672,664,439,664.170,439.297,1,+865416,1.0000,+1384.07,adu,-14.8431,+0.0017,1,E,7040.169922,7041.276549,7135.772703,6987.804688,7146.253746,0.000000,387.331133,85.768555,6,6,6,0,9,15,113.84,0,448,3.95,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
827,359.469433,56.739367,359.469585,56.739425,761,436,761.313,436.207,1,+59929.7,1.0000,+1380.45,adu,-11.9441,+0.0250,1,E,7049.969238,7012.592114,7111.744605,7001.019043,7114.479734,0.000000,197.477622,113.727305,6,6,6,0,9,15,113.84,0,449,4.26,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
828,359.618931,56.741361,359.619015,56.741320,1064,437,1064.167,436.844,1,+19518.4,1.0000,+587.939,adu,-10.7261,+0.0327,1,E,6974.903809,6942.930750,6974.346450,6970.637207,6974.509850,0.000000,47.793588,47.902646,6,6,6,0,9,15,113.84,0,458,4.14,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
829,359.175328,56.736810,359.175716,56.736843,165,441,165.788,441.100,1,+388606,1.0000,+2347.23,adu,-13.9738,+0.0066,1,E,7087.451172,7059.990665,7218.987882,7003.402344,7229.382834,0.000000,387.975975,189.432881,6,6,6,0,9,15,113.84,0,449,4.19,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
830,359.302166,56.737498,359.301612,56.737674,422,437,420.895,437.677,1,+12382.9,1.0000,+3598.14,adu,-10.2321,+0.3155,1,E,7051.900879,7006.577815,7536.498851,7001.951172,7723.772341,0.000000,1692.384979,301.329824,6,6,6,0,9,15,113.84,0,453,80.21,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
831,359.443720,56.740408,359.443838,56.740426,709,441,709.239,441.062,1,+612007,1.0000,+1394.96,adu,-14.4669,+0.0025,1,E,7047.634277,7020.498826,7155.993102,6996.024414,7167.341265,0.000000,403.620645,96.594092,6,6,6,0,9,15,113.84,0,445,3.94,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
832,359.465463,56.739861,359.465436,56.739993,753,438,752.956,438.489,1,+83267.6,1.0000,+2286.89,adu,-12.3012,+0.0298,1,E,7073.087158,6994.257669,7188.855926,7000.155273,7196.287859,0.000000,327.333975,189.950928,6,6,6,0,9,15,113.84,0,450,4.14,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
833,359.510375,56.740128,359.510504,56.740201,844,437,844.268,437.265,1,+14937.3,1.0000,+491.851,adu,-10.4357,+0.0357,1,E,6972.471191,6964.843202,6972.343261,6982.269043,6972.468164,0.000000,41.779989,39.961553,6,6,6,0,9,15,113.84,0,458,3.73,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
834,359.522207,56.740538,359.524204,56.738799,868,438,871.909,431.501,1,+24586.8,1.0000,+573.183,adu,-10.9768,+0.0253,1,E,6989.167725,6964.358117,6989.117823,6979.800293,6989.319392,0.000000,53.140290,46.161865,6,6,6,0,9,15,113.84,0,450,3.99,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
835,359.209887,56.736763,359.209635,56.737332,235,439,234.544,441.112,1,+26887.2,1.0000,+567.422,adu,-11.0739,+0.0229,1,E,6988.381836,6969.626914,6992.720375,7004.783203,6992.868435,0.000000,45.555505,45.503516,6,6,6,0,9,15,113.84,0,452,3.97,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
836,359.352465,56.738707,359.352010,56.738852,524,439,523.090,439.557,1,+38230.2,1.0000,+2598.66,adu,-11.4560,+0.0738,1,E,7033.737793,6992.632180,7213.187589,6997.790039,7229.096912,0.000000,479.879639,216.723145,6,6,6,0,9,15,113.84,0,445,65.64,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
837,359.369710,56.739473,359.369031,56.740000,559,441,557.670,442.974,1,+198880,1.0000,+2406.45,adu,-13.2465,+0.0131,1,E,7068.374756,6994.963843,7259.243311,6993.172363,7284.231343,0.000000,603.508241,198.001465,6,6,6,0,9,15,113.84,0,450,3.92,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
838,359.532537,56.741472,359.532085,56.741352,889,441,888.074,440.577,1,+24218.7,1.0000,+563.903,adu,-10.9604,+0.0253,1,E,6972.761230,6959.224271,6975.801752,6977.740234,6975.991284,0.000000,51.480452,45.351260,6,6,6,0,9,15,113.84,0,447,4.14,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
839,359.140770,56.736847,359.140537,56.737096,95,443,94.553,443.930,1,+325992,1.0000,+5188.58,adu,-13.7830,+0.0173,1,E,7097.550781,7023.730393,7587.996976,6991.969727,7701.055081,0.000000,1316.236973,430.914229,6,6,6,0,9,15,113.84,0,441,3.97,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
840,359.120038,56.736810,359.119921,56.736993,53,444,52.783,444.681,1,+121628,1.0000,+867.275,adu,-12.7126,+0.0077,1,E,7014.680176,7002.298908,7038.527032,6988.125977,7039.185563,0.000000,96.391880,66.441982,6,6,6,0,9,15,113.84,0,447,4.15,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
841,359.159036,56.736844,359.159173,56.736901,132,442,132.284,442.202,1,+16787.0,1.0000,+553.755,adu,-10.5624,+0.0358,1,E,6996.561035,6994.730621,6999.177565,6996.589844,6999.353037,0.000000,49.616607,45.089023,6,6,6,0,9,15,113.84,0,451,3.85,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
842,359.169396,56.736995,359.175746,56.736843,153,442,165.849,441.100,1,+388606,1.0000,+2347.23,adu,-13.9738,+0.0066,1,E,7087.451172,7059.990665,7218.987882,7000.860840,7229.382834,0.000000,387.975975,189.432881,6,6,6,0,9,15,113.84,0,449,3.08,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
843,359.223687,56.737230,359.223553,56.737404,263,440,262.744,440.649,1,+14483.6,1.0000,+995.933,adu,-10.4022,+0.0747,1,E,7011.597168,6981.322194,7113.828591,7001.363770,7123.952029,0.000000,380.078819,82.684619,6,6,6,0,9,15,113.84,0,445,3.64,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
844,359.479192,56.742196,359.479447,56.742320,781,446,781.525,446.447,1,+1.30136e+06,1.0000,+1488.47,adu,-15.2860,+0.0012,1,E,7079.025635,7055.166955,7092.389387,6997.861816,7092.937450,0.000000,88.270550,80.092705,6,6,6,0,9,15,113.84,0,452,4.32,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
845,359.402217,56.741245,359.402314,56.741317,625,446,625.203,446.261,1,+231971,1.0000,+897.566,adu,-13.4136,+0.0042,1,E,7008.840332,7001.929459,7033.354326,6985.449707,7034.314340,0.000000,116.342789,63.330703,6,6,6,0,9,15,113.84,0,444,3.92,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
846,359.367678,56.740803,359.369030,56.740000,555,446,557.668,442.974,1,+198880,1.0000,+2406.45,adu,-13.2465,+0.0131,1,E,7068.374756,6994.963843,7259.243311,6993.264648,7284.231343,0.000000,603.508241,198.001465,6,6,6,0,9,15,113.84,0,450,4.03,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
847,359.134290,56.738107,359.134159,56.738329,82,448,81.757,448.826,1,+247037,1.0000,+10115.7,adu,-13.4819,+0.0445,1,E,7152.011230,7046.637142,7849.560458,6990.273926,8023.862112,0.000000,1665.239759,844.615078,6,6,6,0,9,15,113.84,0,443,4.05,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
848,359.196919,56.739561,359.196478,56.739489,209,450,208.101,449.759,1,+132897,1.0000,+2793.00,adu,-12.8088,+0.0228,1,E,7108.104004,7003.683073,7291.585748,7006.567871,7314.632026,0.000000,580.837340,231.752979,6,6,6,0,9,15,113.84,0,448,1.27,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
849,359.208811,56.738646,359.209607,56.737325,233,446,234.488,441.085,1,+25219.2,1.0000,+554.269,adu,-11.0043,+0.0239,1,E,6987.825684,6984.566283,6990.886268,7004.493652,6991.027844,0.000000,44.540889,44.483135,6,6,6,0,9,15,113.84,0,452,4.07,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
850,359.327231,56.740002,359.327332,56.739926,473,445,473.197,444.714,1,+20178.7,1.0000,+942.555,adu,-10.7622,+0.0507,1,E,7009.230469,6978.198901,7054.521076,6998.919922,7056.354586,0.000000,161.029317,77.965850,6,6,6,0,9,15,113.84,0,447,3.52,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
851,359.376525,56.741730,359.376670,56.741753,573,449,573.297,449.076,1,+816329,1.0000,+1530.34,adu,-14.7797,+0.0020,1,E,7066.720459,7028.874180,7125.182737,6990.849609,7128.262957,0.000000,209.765440,103.419922,6,6,6,0,9,15,113.84,0,450,4.05,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
852,359.192504,56.738955,359.193017,56.741405,200,448,201.276,457.007,1,+225940,1.0000,+2623.79,adu,-13.3850,+0.0126,1,E,7081.347656,7013.289518,7243.431274,7007.744141,7256.591462,0.000000,437.327947,215.661211,6,6,6,0,9,15,113.84,0,442,61.84,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
853,359.192881,56.741401,359.193036,56.741404,201,457,201.314,457.005,1,+226113,1.0000,+2623.83,adu,-13.3858,+0.0126,1,E,7081.347656,7013.289518,7243.431274,7006.055664,7256.591462,0.000000,437.327947,215.661211,6,6,6,0,9,15,113.84,0,442,0.89,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
854,359.245319,56.739159,359.246897,56.740176,307,446,310.291,449.669,1,+58537.7,1.0000,+4082.40,adu,-11.9186,+0.0757,1,E,7081.649902,6994.919944,7410.885969,6992.570801,7472.479629,0.000000,958.533066,340.831885,6,6,6,0,9,15,113.84,0,445,3.87,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
855,359.389354,56.741895,359.389397,56.742099,599,449,599.105,449.751,1,+215533,1.0000,+712.535,adu,-13.3338,+0.0036,1,E,7002.551025,7002.020391,7002.792673,6988.130371,7002.940897,0.000000,45.612614,45.358252,6,6,6,0,9,15,113.84,0,460,4.76,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
856,359.261094,56.739649,359.260850,56.739705,339,447,338.511,447.217,1,+10057.0,1.0000,+2053.98,adu,-10.0062,+0.2217,1,E,7031.310059,7019.245800,7169.194486,6993.324707,7181.002949,0.000000,412.105789,171.774170,6,6,6,0,9,15,113.84,0,450,80.39,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
857,359.239842,56.740168,359.239897,56.740299,296,450,296.124,450.483,1,+29751.5,1.0000,+4211.97,adu,-11.1838,+0.1537,1,E,7123.349609,6998.513970,7480.826766,6994.271973,7568.038265,0.000000,1146.887352,352.451064,6,6,6,0,9,15,113.84,0,451,72.38,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
858,359.456921,56.743552,359.456887,56.743637,736,452,735.937,452.314,1,+306965,1.0000,+857.757,adu,-13.7177,+0.0030,1,E,7009.805420,6996.890999,7017.774462,6997.764160,7018.048066,0.000000,62.039095,54.802861,6,6,6,0,9,15,113.84,0,448,5.18,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
859,359.467317,56.742866,359.467360,56.742919,757,449,757.092,449.197,1,+26878.3,1.0000,+2967.49,adu,-11.0735,+0.1199,1,E,7078.022461,6985.715640,7238.671341,7000.181152,7249.793635,0.000000,401.881490,247.750234,6,6,6,0,9,15,113.84,0,444,1.13,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
860,359.178106,56.740646,359.178213,56.740570,171,455,171.209,454.713,1,+175960,1.0000,+4766.77,adu,-13.1135,+0.0294,1,E,7089.939453,7038.835597,7492.718796,7002.635742,7569.195001,0.000000,1074.458328,397.303857,6,6,6,0,9,15,113.84,0,447,3.90,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
861,359.332094,56.741693,359.332048,56.741957,483,451,482.930,451.978,1,+34817.9,1.0000,+2374.18,adu,-11.3545,+0.0740,1,E,7030.906250,7009.280761,7256.710566,6998.525879,7288.416660,0.000000,679.858699,197.950342,6,6,6,0,9,15,113.84,0,445,3.84,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
862,359.414473,56.743297,359.414570,56.743349,650,453,650.201,453.188,1,+62555.0,1.0000,+964.543,adu,-11.9907,+0.0167,1,E,7008.455566,6976.932615,7052.344743,6986.659668,7053.978316,0.000000,151.970881,77.981230,6,6,6,0,9,15,113.84,0,449,0.82,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
863,359.112503,56.739409,359.109311,56.740264,38,454,31.620,457.331,1,+56456.1,1.0000,+624.497,adu,-11.8793,+0.0120,1,E,6995.206543,6987.331490,7005.710034,6987.657227,7006.084235,0.000000,72.491265,48.323838,6,6,6,0,9,15,113.84,0,447,3.98,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
864,359.115970,56.739190,359.113610,56.739345,45,453,40.236,453.703,1,+27675.6,1.0000,+1168.87,adu,-11.1052,+0.0459,1,E,7016.189941,7019.195953,7088.790568,6987.791016,7092.797525,0.000000,238.647673,96.785674,6,6,6,0,9,15,113.84,0,446,3.81,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
865,359.127770,56.740179,359.128017,56.740139,69,456,69.496,455.839,1,+428750,1.0000,+4293.30,adu,-14.0805,+0.0109,1,E,7085.336426,7049.413716,7484.657299,6988.566406,7562.006007,0.000000,1080.028348,354.870215,6,6,6,0,9,15,113.84,0,445,4.08,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
866,359.144091,56.739607,359.144232,56.739722,102,453,102.298,453.414,1,+309956,1.0000,+6117.42,adu,-13.7282,+0.0214,1,E,7127.460449,7011.060054,7569.710146,6991.843262,7660.666030,0.000000,1178.315102,509.273584,6,6,6,0,9,15,113.84,0,443,3.97,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
867,359.489962,56.744494,359.488442,56.746838,803,454,800.110,462.713,1,+153676,1.0000,+993.681,adu,-12.9665,+0.0070,1,E,7017.514160,7015.183789,7046.579522,6990.644043,7047.594026,0.000000,119.710120,76.435488,6,6,6,0,9,15,113.84,0,449,4.22,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
868,359.337955,56.743126,359.337744,56.743314,495,456,494.588,456.704,1,+230131,1.0000,+2464.46,adu,-13.4049,+0.0116,1,E,7052.317627,7055.792454,7253.391872,6998.583496,7279.133565,0.000000,612.320388,202.126846,6,6,6,0,9,15,113.84,0,444,3.99,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
869,359.472679,56.744557,359.472834,56.744622,768,455,768.318,455.232,1,+35943.0,1.0000,+3222.77,adu,-11.3890,+0.0973,1,E,7081.814453,7006.078714,7480.585460,6999.119141,7605.628545,0.000000,1375.001138,269.375000,6,6,6,0,9,15,113.84,0,450,69.19,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
870,359.598973,56.747105,359.599027,56.747296,1024,459,1024.123,459.700,1,+234315,1.0000,+850.339,adu,-13.4245,+0.0039,1,E,7002.531250,6976.499763,7011.592387,6976.998047,7011.875833,0.000000,63.116190,58.601855,6,6,6,0,9,15,113.84,0,455,4.19,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
871,359.109009,56.740170,359.109352,56.740258,31,457,31.702,457.306,1,+56852.8,1.0000,+624.815,adu,-11.8869,+0.0119,1,E,6995.206543,6987.331490,7005.710034,6987.707031,7006.084235,0.000000,72.491265,48.323838,6,6,6,0,9,15,113.84,0,447,4.00,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
872,359.578749,56.746608,359.578929,56.746665,983,458,983.369,458.202,1,+83081.6,1.0000,+599.051,adu,-12.2988,+0.0078,1,E,6978.232910,6965.901703,6980.784966,6972.407227,6980.941825,0.000000,46.849676,43.980430,6,6,6,0,9,15,113.84,0,451,4.00,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
873,359.228861,56.742725,359.228966,56.742880,274,460,274.227,460.568,1,+125475,1.0000,+3743.06,adu,-12.7464,+0.0324,1,E,7024.723145,7033.727450,8008.119956,6999.078613,8743.337867,0.000000,3513.361710,311.646436,6,6,6,0,9,15,113.84,0,445,3.94,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
874,359.249571,56.743285,359.249818,56.743330,316,461,316.503,461.152,1,+342696,1.0000,+4014.46,adu,-13.8373,+0.0127,1,E,7095.041016,7012.411016,7304.200167,6994.132813,7321.383093,0.000000,501.870297,332.312158,6,6,6,0,9,15,113.84,0,447,4.01,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
875,359.250914,56.746286,359.250898,56.746449,319,472,318.982,472.600,1,+130280,1.0000,+4257.51,adu,-12.7872,+0.0355,1,E,7078.944092,7010.259755,7506.172376,6997.697754,7600.323496,0.000000,1193.944764,354.714248,6,6,6,0,9,15,113.84,0,444,1.04,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
876,359.199270,56.742034,359.196456,56.739488,214,459,208.056,449.757,1,+134920,1.0000,+2793.36,adu,-12.8252,+0.0225,1,E,7108.104004,7003.683073,7291.585748,7004.657227,7314.632026,0.000000,580.837340,231.752979,6,6,6,0,9,15,113.84,0,448,12.81,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
877,359.235212,56.744170,359.235488,56.744070,287,465,287.550,464.617,1,+1.68340e+06,1.0000,+2307.78,adu,-15.5655,+0.0015,1,E,7143.652588,7131.260898,7244.684404,6998.165039,7253.558597,0.000000,359.095155,159.656309,6,6,6,0,9,15,113.84,0,446,4.39,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
878,359.244156,56.742939,359.244207,56.743013,305,460,305.109,460.271,1,+30277.6,1.0000,+6744.50,adu,-11.2028,+0.2418,1,E,7260.273438,7126.084043,7718.491128,6995.179688,7812.390222,0.000000,1208.981014,563.630439,6,6,6,0,9,15,113.84,0,443,3.06,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
879,359.137517,56.742764,359.137781,56.742708,89,465,89.528,464.780,1,+611624,1.0000,+1817.46,adu,-14.4662,+0.0032,1,E,7092.959717,7044.965396,7163.592867,6989.507813,7167.930726,0.000000,249.612896,137.366455,6,6,6,0,9,15,113.84,0,450,4.09,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
880,359.488395,56.746644,359.488388,56.746827,800,462,800.001,462.675,1,+153515,1.0000,+993.600,adu,-12.9654,+0.0070,1,E,7017.514160,7015.183789,7046.579522,6989.996094,7047.594026,0.000000,119.710120,76.435488,6,6,6,0,9,15,113.84,0,449,4.05,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
881,359.212553,56.743037,359.212558,56.743220,241,462,241.027,462.674,1,+27375.4,1.0000,+1684.99,adu,-11.0934,+0.0668,1,E,7015.341797,7005.136327,7119.621009,7002.252930,7127.614935,0.000000,337.855214,140.339277,6,6,6,0,9,15,113.84,0,448,4.01,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
882,359.507642,56.746873,359.507302,56.746982,839,462,838.322,462.416,1,+27324.3,1.0000,+509.026,adu,-11.0914,+0.0202,1,E,6974.799316,6976.837723,6974.969984,6982.057617,6975.084789,0.000000,40.062775,40.390879,6,6,6,0,9,15,113.84,0,459,3.83,/Users/sl/Documents/Teaching/PHY241/stack_V_300.fit
